,discount,learning rate,dec temp,weight,prior weight,prior lr,subject
0,0.3838343,0.7590716,2.4496942,1.4362624,4.7837143,0.2995131,0
1,0.7290864,0.6388377,4.723691,3.7170496,5.090081,0.7204284,1
2,0.2753939,0.5337818,3.581348,1.2067634,2.3720853,0.60219413,2
3,0.6496607,0.67452914,3.9612207,4.5732913,3.7074015,0.2692515,3
4,0.5844843,0.102608785,3.331054,4.76144,1.770778,0.37549004,4
5,0.67755646,0.20272982,2.9117823,3.7092814,3.028924,0.63846296,5
6,0.37111658,0.09929799,4.435548,1.3858367,3.6729221,0.2386904,6
7,0.32960895,0.83323514,1.7556843,3.2966762,0.62277794,0.12528902,7
8,0.927085,0.29964587,2.8238845,3.3400898,1.4458437,0.46829984,8
9,0.5035848,0.37544093,2.049911,3.369758,2.201248,0.32562855,9
10,0.4192153,0.40110046,1.5163776,4.1131015,1.457682,0.4467454,10
11,0.3140982,0.81998557,1.2694197,2.2202718,3.0695739,0.2774199,11
12,0.8056742,0.510052,2.02022,2.5575628,2.8503695,0.46992898,12
13,0.5440125,0.3592313,3.0302796,3.24374,1.888268,0.6213606,13
14,0.44336072,0.3103355,0.47293466,0.20365071,3.8678184,0.7653194,14
15,0.41061303,0.79406506,3.8670893,4.2556376,2.1889553,0.29209328,15
16,0.73188627,0.35923868,3.690803,4.5363045,3.0835412,0.2394753,16
17,0.46469536,0.58171344,3.8441963,1.9024768,3.0796037,0.43721917,17
18,0.68737036,0.41187716,5.399901,2.4826143,1.295533,0.25206,18
19,0.35472003,0.16325104,2.3771603,3.7050304,4.1000266,0.5324718,19
20,0.54544115,0.62648165,1.1234938,4.5857015,2.4404004,0.5747391,20
21,0.21285325,0.3844755,5.376993,2.085484,3.3894806,0.25988656,21
22,0.43340665,0.6070114,2.7781816,0.5500053,1.6397526,0.6687972,22
23,0.45388833,0.3300085,2.8222737,3.1206543,2.3854215,0.7632362,23
24,0.869827,0.8510894,2.315902,2.3714206,4.205943,0.65342754,24
25,0.6061063,0.7103724,2.6738281,4.920803,3.3024838,0.6174335,25
26,0.43566945,0.79987,3.5505686,2.6359088,2.020071,0.7922341,26
