,reward rate,dec temp,subject
0,0.16956992,1.0350308,0
1,0.42302394,3.9818592,1
2,0.7943457,4.604104,2
3,0.67611915,2.511797,3
4,0.80183643,2.7776601,4
5,0.8296629,3.8420238,5
6,0.86385703,7.2125697,6
7,0.75105065,1.6857005,7
8,0.42651987,2.6400173,8
9,0.7048667,3.2517524,9
10,0.8988952,4.3017664,10
11,0.75893617,2.6094983,11
12,0.2740208,2.5018241,12
13,0.17341311,3.505674,13
14,0.5870078,3.1493344,14
15,0.17972694,5.578997,15
16,0.2810546,2.4533648,16
17,0.100892924,5.1978607,17
18,0.91618365,3.023899,18
19,0.5660326,2.705232,19
20,0.45352063,3.1509826,20
21,0.3845027,6.4796324,21
22,0.7553676,2.8582006,22
23,0.65373933,2.5108995,23
24,0.06803587,3.713647,24
25,0.84548706,4.2938685,25
26,0.77365166,1.5928806,26
27,0.16831355,3.075199,27
28,0.8876271,3.69532,28
29,0.45589378,1.4541569,29
30,0.4543974,3.3520029,30
31,0.10945458,2.6865673,31
32,0.3377764,5.103444,32
33,0.40747452,6.231995,33
34,0.49520445,0.9639243,34
35,0.84085876,2.5940423,35
36,0.24815953,5.802272,36
37,0.9187035,5.254362,37
38,0.35342973,4.707324,38
39,0.77459085,2.4576526,39
40,0.45942792,2.796554,40
41,0.6934173,4.884656,41
42,0.2993467,1.8239093,42
43,0.3654325,1.2075467,43
44,0.7086101,2.7205706,44
45,0.5454717,3.4553976,45
46,0.84249836,1.7520446,46
47,0.6326907,6.17023,47
48,0.86130023,4.5750737,48
49,0.6150806,3.9147162,49
50,0.8546009,1.3828094,50
51,0.71383834,1.1985254,51
52,0.82120097,1.7378552,52
53,0.32773748,4.6593885,53
54,0.8110473,4.4720907,54
55,0.7750058,4.8123183,55
56,0.041351352,1.4614215,56
57,0.24536453,2.5255487,57
58,0.74188566,5.1264753,58
59,0.69678426,4.5341125,59
60,0.09198546,1.9236436,60
61,0.14260629,6.264544,61
62,0.116103426,3.846448,62
63,0.36581624,5.7269526,63
64,0.7938001,3.5472302,64
65,0.71899635,4.176157,65
66,0.41392684,2.841717,66
67,0.2637343,3.7600124,67
68,0.55966866,6.308541,68
69,0.67603403,4.592559,69
70,0.5190161,2.5233026,70
71,0.78010154,6.0162425,71
72,0.1994312,1.8717346,72
73,0.6697281,2.057808,73
74,0.3298661,1.2143214,74
75,0.5568059,5.654112,75
76,0.74759364,3.784378,76
77,0.52398926,1.1442834,77
78,0.3947845,5.5170255,78
79,0.4379369,4.536881,79
80,0.8910961,5.118005,80
81,0.70047253,1.3400283,81
82,0.74654925,7.633571,82
83,0.3891999,3.028664,83
84,0.7350063,2.6764486,84
85,0.6638423,2.2002473,85
86,0.267799,1.6457473,86
87,0.54325575,4.0047245,87
88,0.62107015,5.5624056,88
89,0.06039216,2.9742808,89
90,0.8990981,5.83334,90
91,0.42751506,2.6932654,91
92,0.23487222,4.142069,92
93,0.048380222,2.7690582,93
94,0.2780381,1.6901023,94
95,0.84321153,1.9928453,95
96,0.70022774,1.5047836,96
97,0.5277211,2.0862393,97
98,0.3680528,3.7575526,98
99,0.19569136,6.1418457,99
100,0.32516566,3.4842553,100
101,0.35417423,2.2805765,101
102,0.10107168,5.719499,102
103,0.5986828,4.555682,103
104,0.3803065,1.7892085,104
105,0.41281468,4.4734426,105
106,0.032893922,5.2672343,106
107,0.32658836,1.3257718,107
108,0.38560206,4.502424,108
109,0.21253268,1.6236757,109
110,0.8893143,5.9447093,110
111,0.76409155,4.6727734,111
112,0.63807076,4.780621,112
113,0.7484517,1.4536809,113
114,0.5701923,1.5828866,114
115,0.32422733,2.9020853,115
116,0.624817,5.931315,116
117,0.02253523,4.3577952,117
118,0.13240363,1.6778154,118
119,0.22629014,4.1700983,119
120,0.71422994,6.269285,120
121,0.7935327,1.6846954,121
122,0.8707694,2.1085448,122
123,0.82692266,5.06695,123
124,0.041920688,4.4548717,124
125,0.7194696,4.9518547,125
126,0.6825003,4.6008296,126
127,0.009294782,1.6377931,127
128,0.80465066,6.2938595,128
129,0.48268718,1.9885013,129
130,0.1302678,4.9764605,130
131,0.24882,1.352135,131
132,0.86473185,2.5944376,132
133,0.7611433,1.7366177,133
134,0.3350368,5.297866,134
135,0.9478048,1.1374947,135
136,0.1036538,1.5760994,136
137,0.110712156,3.4338899,137
138,0.55239016,4.8144937,138
139,0.8701309,3.4076815,139
140,0.65851927,5.360685,140
141,0.6755401,2.8894472,141
142,0.22775638,1.9197457,142
143,0.72244537,4.7324257,143
144,0.6439348,1.0998334,144
145,0.81256545,2.9338617,145
146,0.6646041,3.2536945,146
147,0.20464191,3.9288874,147
148,0.8610452,5.5241084,148
149,0.5358286,1.9912256,149
150,0.42831406,5.1209526,150
151,0.54579157,3.118599,151
152,0.8060271,4.012331,152
153,0.25853166,1.8558568,153
154,0.04340231,4.4056983,154
155,0.88618726,5.2352514,155
156,0.19488242,1.3000915,156
157,0.6040547,2.1712146,157
158,0.5663652,4.469744,158
159,0.30388874,1.9528323,159
160,0.7404913,2.4393919,160
161,0.06485991,3.3344257,161
162,0.9199783,3.8086464,162
163,0.9789225,2.1784306,163
164,0.6869332,5.1751904,164
165,0.4204322,4.14131,165
166,0.070379265,2.5750155,166
167,0.35660803,3.4488177,167
168,0.8275413,4.7919884,168
169,0.6970024,4.0130887,169
170,0.45795074,3.2119255,170
171,0.9248692,3.9762113,171
172,0.3818902,4.989466,172
173,0.79241127,5.657857,173
174,0.7303849,3.9820566,174
175,0.5672002,1.0044347,175
176,0.19888538,0.7400142,176
177,0.69520926,6.177695,177
178,0.26312822,5.153689,178
