,locs0,locs1,locs2,locs3,locs4,locs5,subject
0,0.045091927,-0.0021060705,-2.318082,-0.8637507,-2.7592587,-0.8969211,0
1,2.4200935,2.9050968,-1.1241779,-1.7313623,-1.9898381,-1.2323688,1
2,-0.37152335,0.6307574,-2.0713406,-1.18817,-3.1628299,1.4536967,2
3,-0.08695796,1.7111073,-1.9805399,-1.5520381,-2.7809784,-1.9574862,3
4,-2.7408152,-4.067989,1.9747747,-0.7978611,-2.179833,-2.2910182,4
5,-0.40431187,-1.67794,-0.4742861,-1.3714864,-2.7089188,-1.2149011,5
6,-0.4652213,-0.18367147,-3.1422231,-1.0025398,-2.652594,-2.4719825,6
7,0.3795524,-1.5828428,-2.7980418,-1.9275103,-2.9632304,-3.9147089,7
8,0.015686467,-4.4821334,-2.0521405,-1.0841168,-2.6644852,1.4393175,8
9,-1.7520314,2.8018687,-1.0952327,0.12178762,-1.9712954,-2.3033924,9
10,-4.286755,-0.48106146,-0.1550101,-1.3220692,-2.5229044,-5.607736,10
11,-1.2503397,2.179445,-2.2702599,-1.1845719,-2.8390956,2.915059,11
12,-2.608201,-0.44592854,-2.662052,-1.1349436,-2.9390366,0.06360614,12
13,-0.7279801,0.8430799,-0.60861146,-1.1120906,-2.297769,-3.4109383,13
14,-1.3827642,1.0810302,-3.052956,-1.733995,-1.4773737,1.1279705,14
15,-1.6130226,-1.3488,-2.7852411,-1.429317,-2.2176957,-0.5303407,15
16,1.1570315,-2.6907678,-2.954648,-0.974548,-2.3004441,-1.2290483,16
17,-0.051259696,0.39728558,-1.9143556,-1.1792415,-2.3254058,-1.8640858,17
18,0.062031586,-1.1072367,-2.43677,-0.6555961,-2.4335568,-3.521133,18
19,0.15915564,-3.2726164,-0.3712278,-1.3528454,-2.898781,-1.71579,19
20,-1.0354322,1.5852829,-2.6118932,-1.0427686,-2.0878735,2.684123,20
21,-0.85938984,1.1281731,-0.8391113,-1.2123199,-1.767291,-2.8627105,21
22,0.9957919,-0.44127256,-2.7293105,-0.69639623,-2.3440168,-1.9084026,22
23,0.11677158,-0.65123796,-2.184501,-0.7260231,-3.2039108,-0.101195686,23
24,-0.68828475,-1.3377973,-0.19406754,-1.4041641,-2.8013427,-2.2110825,24
25,-3.0919516,1.2911211,-1.6216815,-1.6363757,-2.1970477,0.3749873,25
26,-3.263449,-1.9587374,-1.6769315,-1.2636086,-2.8980541,-0.965359,26
27,-2.239683,-2.633338,-1.6474292,-1.4108646,-2.3895154,1.3259507,27
