,inferred habitual tendency,true habitual tendency,subject,inferred policy rate,true policy rate,inferred cached weight,true cached weight,inferred cached rate,true cached rate
0,4.228572,5.6158805,0,0.53976136,0.4871652,5.1320825,5.743737,0.7414236,0.9910001
1,6.429276,5.585011,1,0.42573377,0.4081306,3.3996723,1.6220105,0.57197,0.15764385
2,6.1439533,4.440486,2,0.49754438,0.3898006,3.199883,1.16749,0.65482515,0.1841985
3,3.2420583,1.2532405,3,0.6433215,0.30477762,5.6272674,4.1238074,0.6811288,0.5771703
4,3.3884356,2.3421674,4,0.6276621,0.46736294,5.7969465,3.0205295,0.6778435,0.3085053
5,4.843304,2.2957468,5,0.5573955,0.2285726,3.4357138,2.3869581,0.66334337,0.7085718
6,3.2937124,2.43715,6,0.6413816,0.28699923,5.9667826,3.9020443,0.63719606,0.28896546
7,3.4710636,3.800759,7,0.65008205,0.5010703,6.0780244,5.9758873,0.6858534,0.36102158
8,3.455472,1.8943021,8,0.62693995,0.24056643,5.6600966,4.619646,0.703927,0.51191866
9,3.2582529,1.2673485,9,0.6581728,0.3434949,6.1725545,3.915733,0.6858445,0.4903406
10,3.1180212,2.0034008,10,0.65556675,0.08657962,5.996398,3.9113774,0.6454975,0.13014054
11,3.4640129,2.7474806,11,0.6337866,0.8028064,5.5312977,2.278925,0.7056782,0.69658154
12,4.851692,3.9580035,12,0.5266825,0.022111595,4.039021,4.975589,0.72979516,0.9305952
13,3.3746274,4.4230633,13,0.6228712,0.9335323,5.7088923,4.175917,0.6635487,0.93944675
14,6.3331428,4.048631,14,0.38575396,0.28533792,3.3243237,1.2321082,0.6416968,0.8494125
